level,title,sha256,md5,max_score,rateave,hardrec,difficulty
★22,Under The Sunshine -LUNATIC-,5eb8818fd83fdb711862b5f7d904d64976daacbb91fe79c61e665b5219bf8f26,7fd8a87559a14d4a8d5867aae06e8864,4226,89.7362,23.77,24
★22,ロッカー -Ex-,e8c91505ca56311df1b03faa8ae1e777293d779d68b5e437c94bcf87400d194a,6cab005fa74faf889a7573c5ba51e4d0,7360,97.038,23.5,17
★22,四十五年ノ雪桜 [EX],aa65aec00ffaba5487cab1fe435a553cddd78463d4059f3b2aeaf64a627fe2a8,c73bdb3e4bb30bf452998c1fb76cedac,3922,93.7086,22.37,19
★22,多重極展開[yumether],15e7de6e73d972d867ab11357c2e786d5d7e425cd042d087ab7469c8a7b137e6,d6fea1389a86fc14eb354fcc5e60e03e,5800,94.3017,24.03,21
★22,天空の城ヴェリエル [SABOTHER],49a9969f1f06a1af0a944f2f4a948a11df9a55cd2411a93fa35a4a2fcc6a9ba5,fb975909eb0f60a9190c7a1007515d4b,6262,93.7041,24.32,22
★22,紅染十三番街道,2d8f05ce1608108fac5f35fbffc8d86b1e0fec9c338a055858216ba5bf175bff,0678f28c087798f26ccb39f6ad5776ff,4014,91.6418,23.44,22
★23,"%E3%83%96%E3%83%B3%E3%82%BF%E3%83%B3 ～Falling in ""B"" mix～(EXPERT)",75917dc0f62fcf49365fad6171592c9726f731fa27fab67e17c4b00fbf24911e,5dc1e3e22e4fc735f010e35f2ae77480,3888,90.8693,24.71,23
★23,Alastor [full density],2692eb048b907dc9da45c6efbf0c4340cbb401a245f3b4529ba2b615e7273066,75c5c9c650c21efedf28cceee1d1a286,8270,93.3646,24.13,22
★23,Aragami[ULTIMATE BEAM],3a8ece4f7920935d459572e0da362167979da5c72fb120a525a2baed3eb8a913,9926f0c39f96d31f6ff77a40a2737925,4800,91.0833,24.74,23
★23,Auston(7hakkyooi),7fc200ce7adc867327b094a5fb674ef60969df05f3e4a76ae2fdcf34e570c120,845a17536dee577f7a0afa067fa53621,6368,90.9077,25.03,23
★23,AutumnBreeze (kei-unmeansured),f12aa2fa0e4bb5199ff5254440b3563bc3f4245d0829747fba0163d0512be738,dea6f20c24aabc0984b4a3f66f997ee3,4498,88.4393,24.41,24
★23,Blue-White Crazybits [WC],6725ac148805adeba3b5d78344f3e9b33d325f7ddc70be73dbde59723d77bcc3,2856659c7533275466b0f93efa3dadf8,5724,94.4445,24.25,21
★23,Chronomia [pass],a7d2b8db2cc1598006aab28a88b6c5da3ee48d5c2d52cb280d736807520bf00e,4eaf09a816e357e848d7e7333c465b87,6608,94.5256,24.52,21
★23,Doppelganger[Hi],72f4bdb5d87574955b896508d63f3df0b4a8684dc1731a3596bb99532bccd006,10420967a85371e65db57967e6c696cd,6534,90.163,25.1,23
★23,Forceful Beat [ANOTHER],778906f98496bba79b86eba47c8761d740a7d1a3f090e1afba95551f54147154,fb83ea90d2691cd975c4948ff4abbb07,3838,88.7181,25.2,24
★23,FREEDOM DiVE [UNIVERSE],353f417fb1afe74317ea44c837c325cfab2d2d965764f81d434aeb4abd5fc14e,2e2c4168d3c350de3136a0c2ad23dce3,6820,93.7646,24.6,22
★23,Imperishable Night 2006 for D+,9d1aba880aba9612180d0b55515f48f10ccc3d0224ee9eec40eff6a846177d33,8134e312f232d10c10efa2a1e34387bd,5442,93.7431,24.43,22
★23,Joker[EX],d0831498c9c0beb8b4ef0eb60880243d64586b5e994153564ee809b233165508,fd3318a7a5389c7698e49399254e212c,6616,94.3621,24.65,21
★23,L9 -落とし穴 Revolutions-,0514e35c7b278414eb329b3b1d00f58f2c1e54ca24dc11e5aef5e2324fe1dbf6,38f7d300a2ba8c3289af529595566cc3,4612,94.8558,24.6,21
★23,M-A(KOOKY),85cac612c4aef9f117371021ab29b12c24114085c4fdc973810cd67d1b76f996,8a88eb827e2c74def79182726034be75,5248,93.7834,24.02,21
★23,orion ring -EXTRA-,55188e44f8903758f4cc5659710b6957fec0b53069856c747475f1eb6347342c,d785b69456b6c5836e290cd3613d63a6,7450,91.4899,24.69,22
★23,Schwerkraft [すごそうな譜面],61d42eb2a453861eba349392bd98a339a73bd09d41b75721b8ff4f11191c57e0,fbe94821f93aefea75dc0ad20c7e9cc6,5460,88.1227,24.68,24
★23,The lost(FUNERAL),b99b1bbc48200b5063e3f9234f26a534bd037e00ad40fa7f7c096c6cb4621ed0,d2cdf28edc1ab9c25fbede7902e82c22,4896,91.3807,24.52,22
★23,Total Eclipse of the Sun -Fatal MirroR-,5f2b1da6c0eb173326ac470117291ddef3f46fafada5318ca9482ce3d49cca34,0e2b662aa03b4b0669605b3557757c41,7040,97.152,24.19,19
★23,Wizdomiot[INFERNO],436fb56ae681e1db9b762636f23175f9e0627cc6c2a954f617f20211b4089859,56bae55b19cbf032b95d5c95a57f233a,5702,92.2483,24.85,22
★23,YATA(超地獄級),9c082c8c2f4a6568ed53ba9f3f96da884820e4f128a9f87bbf32f5b854e07332,646aa89bba491e5b832dcbc778e2a91f,4468,90.4767,24.44,23
★23,★LittlE HearTs★(GOD),cff5f46b8a27f38d338b6ff9af98d5ee44b4a20943d45963d32785859f1cc9bd,a4a9c721a726435eaf37b62b1768b4e1,6146,96.6849,24.49,21
★23,アズール リミックス <MANIAC>,a4c69a29a0d803cc62f18bf9fb4956a6fb379f7de90dae8006d39474613e0e3d,34ef021066ca17f8014bd6bc0973453d,4740,88.2279,24.6,24
★23,サンバランド -LAST BOSS-,fc565c6f52faaf223bc2834fe57dcd39c2a15c3bf38930de0abd4c78300b4e35,093a8d66b89944db9e42aa2321b4f637,7200,95.6423,24.6,20
★23,ハイパーミラクルシューティングスター[Perseus],8528132f26642d54c381af991594922a5706ae5c8add324a7b0af1463b6e4a92,5c9563e50da68ae43d57bffde3daf284,6646,95.9186,24.19,20
★23,亡き皇女の為のセプテット -IR-,b6750cfbca11fc80389734e2bf4ce4dbc4c9b33f9ac46939cc567b83352aae53,7aa9437164b505cd4260955c4ce0624f,5496,90.4476,22.78,23
★23,人形裁判 ～ 人の形弄びし少女 -EXTRA-,a1c423aa41cd2ebacfed6015b2ed3f810d166ff541c42c9d44694d65ad65c04b,a2bcbceaccf8d9642e8b62723940590e,7676,91.3041,24.66,22
★23,幽雅に咲かせ、墨染の桜[NORMAL+],0651e0a3f763f5ee5dd81919515b65ecf6000e6f7e106858f96a5931330dcad5,1ba66dd0dffbe081276a59d3bf05de4a,6666,85.9548,22.51,24
★23,煉獄-Purgatorium-[ANOTHER],dcdb652214536732bf011975b9afb839c5174dd5422eb31bcded77153e3d1bf3,3c4e5a90478a6a60b430e9816c942ffd,6390,91.921,24.72,22
★24,Angel dust -Abyss-,dedea3856ae3925d73991f73a7df32635e800b7501c4aea466e80398fa716896,fb7a747a5115a4a4739397d17ccb26bb,7572,90.2107,25.13,23
★24,ephemera(KOOKY),d0095d5695237cca39caab6719baef8057585ef35c27c1a821257f21387d3581,538d3b12c5cc27948c19fca368f6257b,8068,92.6469,24.87,22
★24,G e n g a o z o - f o o n,20befa18073f5f9f7ad3e83e90010553fd058327dd527a66340030f2c6effbbe,8f4dc7c8237ce74eaf5740808fa89844,10000,91.2,24.76,23
★24,G.N. [A],8604e68a21c4e28642f6200d504e59c015657fe9ec0b14fe3d1de26f52d34f1f,0da564826357204acadcab4430eef7f1,5252,89.504,24.76,24
★24,Love & Justice [GOD],e64d9de0b8a09f6e760c30917691f659b224fe2e7e1a9e6b920c58c2a6b35db4,39d0732ef7fee9ad0c8b044ccbe8a396,6000,93.8167,24.89,23
★24,P.S : Plasma Strike - LAST BOSS -,485299901d83c72677439f70b22b9b441dbab4464eab300fc2074d4648057c2b,ac29456828fbd27bb27bd99d52a666c4,6040,89.3626,24.92,24
★24,PEACE BREAKER[BREAKER],f55dab9a615060dcf3de23a1c75982f5f22b63183a3a37b795f389872adf931a,e6af04686aeaf0a0fa2698cb0b0111ad,6286,91.0833,24.73,23
★24,キミとボクへの葬送歌 [Maybe kill],30b4cae3977b4fa4aef3e2fb3d5ee271ed906cab71e4906008e0271b8a254057,45446f6c96bdb081a2054b80cd8f7208,6654,88.6422,25.3,24
★24,ダークサンバランド -LAST BOSS-,e5d0e50edb8d0dc6df1a7a45c398090c7ee0bb3697d397f54d0208eba966a7a2,ebc5946c3de24a01048d1c90cbd5c9d6,6400,93.5078,24.79,22
★24,ホーリーサンバランド -LAST BOSS-,a83f127d5e1915e60d3d63e18de46db8d3555607a2c979bb436f9a7cdb02c4d0,5978fad340afbc123cdd28945bf1e57d,8000,93.5281,24.65,22
★24,自強號 -Monsther-,e75e0adaa4bc361b37fda524fecb81c7050bcd54c7287e38928076c6e486b941,5dfeb1f40d32c9910fa2047288236433,6588,93.4995,25.09,23
★25,FREEDOM DiVE [FOUR DIMENSIONS],486bab83d726b9b3dd05319278ba6c4ffdf2467f9c89afc590e738ab063304dc,c46a81cb184f5a804c119930d6eba748,9044,87.7128,26.5,25
★25,High-Priestess[ANOTHER],a6e9d860ce13c30c9b5041b67f6acfebf79fcb5245c9139a3c0e9b9a32c4e433,3a503fb4e6605b82ed3ceafe760b5c85,7568,88.9106,25.86,24
★???,gravitronicⅠ -ANOTHER-,efcc7553f0e7209a3808228ca1edb845bdc1ec619bbaa7a13244268a0dbb2d4e,6210734de445dc44faa1593c54063a72,4026,89.6361,23.73,24
★???,Into the sunset [ANOTHER],3b2140a0fe6f2d7d9900a2a3764458db27372952bc5b264f3ef1fa60a798016c,f125823454aa00746fc33078fa5dc7af,2400,75.4792,25.49,25
★???,la noche (end of mix),1b79131fc2147db32f6b988d17828ef99109873a49ce21bed5da0b4427144070,0297acfbb8be061caef1f327c0ea4316,5322,90.0507,24.82,22
★???,Merry Christmas Mr.DO,816b756abd22b806b0bbfa9a22285972622e2b2e6085c99a25c28f0606486344,09df38ac28a47ed50d09518a158109ab,3646,86.1149,23.01,24
★???,Milly Barll,fdab812c9ec7adf20ba1488e44bdab63d36bb0dd17e3031783c5c6e8cf2eb941,ddee030a63c0bf3adefe95af3188d279,4000,92.6188,18.48,20
